gender,age,marital_status,disability,residence_district,father_education_level,mother_education_level,household_members,economic_dependency,insurance_type,chronic_disease,academic_program,current_semester,enrolled_courses,weighted_average,failed_course,class_attendance,career_motivation,career_satisfaction,personal_motivation,professor_motivation,considered_career_change,dropout_thought,transportation,commute_time,internet_access,study_space,library_usage,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,work_affects_studies,study_hours,bullying_experience,demotivation,academic_stress,emotional_support,dropout_reason
Female,30,Single,No,San Isidro,Technical,Primary,3,Total,Private,No,Software Engineering,9,4–5,13–15,Yes,Sometimes,Call force wear within when discover value tonight produce we.,Satisfied,No,No,No,No,Public,>1 h,Yes,Yes,Sometimes,Yes,Yes,Dormitory,0,2000–4000,No,No,<10,Yes,<5,No,Yes,Yes,No,
Female,20,Single,No,Breña,Secondary,Secondary,5,Total,SIS,No,Systems Engineering,5,4–5,10–12,No,Never,Process voice far through quite develop.,Very satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Regularly,No,No,Rented,0,<1000,Yes,Yes,10–20,No,5–10,No,No,No,No,
Male,19,Single,No,San Martín de Porres,Primary,Secondary,3,Minimal,EsSalud,No,Systems Engineering,7,4–5,13–15,Yes,Sometimes,Ok and city should available guy close campaign however evidence.,Satisfied,Yes,No,Yes,No,Private,<30 min,Yes,Yes,Sometimes,Yes,Yes,Rented,<500,2000–4000,No,Yes,<10,Yes,5–10,No,Yes,No,No,
Female,22,Single,No,Ate,Technical,Primary,3,Partial,Private,Yes,Software Engineering,1,4–5,10–12,Yes,Almost always,Early skill enough job provide performance it career mother affect.,Satisfied,Yes,Yes,Yes,Yes,Public,>1 h,Yes,Yes,Sometimes,No,Yes,Owned,>1000,<1000,No,Yes,<10,No,5–10,No,No,No,Yes,Memory building break memory particularly simply language art game American lead.
Female,17,Single,No,Pachacámac,Postgraduate,Primary,4,Total,SIS,No,Software Engineering,2,4–5,13–15,Yes,Always,Move certain travel nearly black goal shake manager heavy.,Satisfied,No,No,No,No,Public,>1 h,Yes,Yes,Sometimes,Yes,No,Rented,0,1000–2000,Yes,No,<10,No,5–10,No,No,No,No,
Female,27,Single,No,San Isidro,Secondary,Technical,6,Partial,SIS,No,Systems Engineering,7,3,13–15,Yes,Almost always,Lose surface identify including ready deal history tonight business.,Very satisfied,No,Yes,No,Yes,Public,30–60 min,Yes,Yes,Never,Yes,No,Owned,<500,2000–4000,No,No,10–20,Yes,5–10,No,Yes,No,Yes,Reveal property those analysis treat cold your camera dark lay brother general.
Male,23,Single,No,Villa El Salvador,Secondary,Primary,1,Minimal,Private,No,Software Engineering,10,4–5,10–12,Yes,Never,Over home treatment stand region.,Satisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Regularly,Yes,Yes,Dormitory,<500,1000–2000,Yes,No,<10,No,<5,No,No,Yes,Yes,Growth north study yard air spend home.
Female,18,Single,No,Comas,Primary,Technical,4,Partial,EsSalud,No,Systems Engineering,9,6 or more,13–15,Yes,Always,Stop half car church whether arm.,Satisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,Yes,Regularly,Yes,No,Rented,<500,2000–4000,No,No,<10,Yes,5–10,No,Yes,Yes,No,Although resource collection yes radio job option yet opportunity.
Female,21,Married,No,Rímac,University,Primary,4,Partial,EsSalud,Yes,Software Engineering,5,4–5,<10,No,Almost always,Mr life culture scene free partner culture.,Satisfied,Yes,No,No,Yes,Public,30–60 min,No,Yes,Never,No,Yes,Rented,<500,1000–2000,No,No,<10,No,5–10,No,No,No,Yes,Actually choice edge figure whom get face on bank stay politics include.
Male,19,Single,No,Comas,Technical,Technical,3,Partial,EsSalud,No,Software Engineering,10,6 or more,13–15,No,Always,Table already product miss large score trip writer decade.,Satisfied,No,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,<500,1000–2000,No,No,<10,Yes,<5,No,No,No,No,
Male,24,Single,No,San Isidro,Postgraduate,Secondary,3,Partial,Private,No,Software Engineering,7,3,10–12,No,Never,Again help old another act game.,Satisfied,Yes,Yes,Yes,No,Public,<30 min,No,Yes,Regularly,No,No,Shared,0,1000–2000,No,No,<10,Yes,<5,No,No,No,No,
Female,33,Single,No,Lurigancho-Chosica,Primary,Secondary,2,Do not depend,EsSalud,No,Software Engineering,2,3,<10,No,Always,Pattern read drop firm maintain sign church any skill.,Satisfied,No,Yes,No,Yes,Public,30–60 min,Yes,Yes,Never,Yes,No,Dormitory,<500,<1000,No,No,10–20,No,<5,No,Yes,No,Yes,Political economy middle man blood station food.
Female,29,Married,No,Puente Piedra,Secondary,Postgraduate,5,Partial,None,Yes,Software Engineering,9,4–5,<10,No,Almost always,Price job picture six avoid.,Satisfied,Yes,Yes,No,No,Walking,30–60 min,Yes,Yes,Sometimes,No,No,Shared,0,1000–2000,No,No,>20,No,5–10,No,No,No,Yes,
Female,29,Single,No,Rímac,Secondary,Secondary,7,Total,Private,No,Systems Engineering,9,6 or more,13–15,No,Almost always,Agent last option a their address region which.,Satisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,No,Sometimes,Yes,Yes,Owned,500–1000,1000–2000,No,No,<10,Yes,5–10,No,Yes,No,No,
Male,18,Single,No,San Martín de Porres,Secondary,Secondary,6,Do not depend,Private,No,Systems Engineering,2,4–5,10–12,No,Sometimes,Represent foot sing yet international others live company.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Shared,0,1000–2000,Yes,No,<10,No,<5,No,Yes,Yes,No,
Male,23,Single,No,Punta Hermosa,Secondary,Secondary,6,Partial,EsSalud,No,Software Engineering,7,4–5,13–15,Yes,Almost always,Lot security first concern us finally magazine expert.,Very satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Owned,0,1000–2000,No,No,<10,No,>10,No,Yes,Yes,Yes,
Male,30,Single,No,Pueblo Libre,Secondary,Primary,1,Partial,Private,No,Software Engineering,3,6 or more,10–12,Yes,Almost always,Suddenly tell feeling choice personal.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Sometimes,No,Yes,Rented,500–1000,1000–2000,No,Yes,10–20,No,5–10,No,No,No,No,
Female,20,Single,No,Surquillo,Primary,Secondary,1,Minimal,EsSalud,No,Software Engineering,3,3,16+,No,Almost always,Would thus turn poor hit discussion probably check.,Very unsatisfied,Yes,No,No,No,Public,<30 min,Yes,No,Regularly,No,Yes,Rented,500–1000,<1000,No,Yes,>20,No,5–10,No,Yes,No,No,
Male,18,Single,No,Pucusana,University,University,1,Total,SIS,No,Software Engineering,3,4–5,10–12,Yes,Sometimes,Require green itself service college positive.,Satisfied,No,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Dormitory,>1000,<1000,No,No,<10,No,>10,No,Yes,No,Yes,
Male,30,Single,No,La Victoria,Technical,Secondary,2,Partial,SIS,No,Systems Engineering,5,3,10–12,No,Always,Hair develop reality in key project.,Satisfied,Yes,No,No,No,Walking,30–60 min,Yes,Yes,Never,No,Yes,Owned,0,1000–2000,No,No,10–20,No,5–10,No,No,No,No,
Female,25,Single,No,El Agustino,Secondary,Secondary,4,Partial,EsSalud,Yes,Software Engineering,5,4–5,10–12,No,Almost always,Have they man notice opportunity official participant physical hold.,Very satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,0,2000–4000,No,No,>20,Yes,5–10,No,Yes,No,No,
Female,24,Single,No,Villa El Salvador,Primary,Primary,3,Do not depend,None,No,Software Engineering,9,6 or more,13–15,No,Almost always,Factor tend ever letter us thing range understand.,Satisfied,No,No,Yes,Yes,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Shared,<500,>4000,No,No,<10,Yes,5–10,No,No,Yes,No,Not now process training or shake dream believe hospital first.
Female,26,Single,Yes,Rímac,Secondary,Secondary,7,Total,SIS,No,Software Engineering,4,6 or more,<10,Yes,Sometimes,Specific dog sign white particularly eat PM.,Unsatisfied,Yes,No,No,No,Public,<30 min,Yes,No,Sometimes,Yes,Yes,Owned,0,1000–2000,Yes,No,10–20,No,5–10,No,No,No,No,
Male,28,Single,No,Comas,University,Technical,3,Total,Private,No,Systems Engineering,1,6 or more,13–15,No,Sometimes,Less general assume gas product because.,Very satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,Yes,No,Rented,500–1000,2000–4000,No,Yes,<10,Yes,<5,Yes,No,Yes,Yes,
Male,17,Single,No,Santa Anita,University,Technical,5,Partial,EsSalud,No,Software Engineering,4,6 or more,13–15,No,Sometimes,Personal oil strong work only land.,Satisfied,No,Yes,No,No,Public,30–60 min,Yes,No,Never,No,No,Owned,0,1000–2000,No,No,10–20,Yes,5–10,No,No,Yes,Yes,
Female,17,Single,No,La Molina,Secondary,Secondary,5,Minimal,EsSalud,No,Software Engineering,6,3,10–12,Yes,Always,Ability serve play unit style hair make position.,Very satisfied,Yes,Yes,No,No,Private,<30 min,Yes,Yes,Sometimes,No,No,Rented,0,<1000,No,No,>20,Yes,<5,No,No,Yes,No,
Male,18,Divorced,No,Santa María del Mar,Technical,Secondary,5,Partial,EsSalud,No,Systems Engineering,7,4–5,<10,Yes,Almost always,World rate outside person camera try film happy so employee.,Unsatisfied,Yes,No,No,Yes,Public,>1 h,Yes,Yes,Regularly,Yes,Yes,Dormitory,0,1000–2000,No,Yes,<10,No,<5,No,No,No,Yes,Choice buy understand figure computer they since involve past goal practice along.
Male,20,Single,No,Villa María del Triunfo,Primary,Technical,5,Minimal,None,No,Software Engineering,1,3,13–15,No,Sometimes,Continue east nothing eat suggest thought.,Satisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,Yes,Owned,500–1000,1000–2000,No,No,<10,Yes,<5,Yes,Yes,No,Yes,
Female,33,Married,No,Cieneguilla,Secondary,Secondary,6,Do not depend,EsSalud,No,Software Engineering,5,4–5,13–15,No,Sometimes,Better everything stock expect event air girl newspaper.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,No,Sometimes,No,No,Rented,0,<1000,No,No,10–20,No,5–10,No,No,No,No,
Female,26,Single,No,Independencia,Secondary,University,2,Do not depend,Private,No,Software Engineering,9,4–5,13–15,No,Sometimes,Better try scientist resource during cut.,Satisfied,No,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,Yes,Owned,0,2000–4000,No,No,10–20,Yes,5–10,No,No,No,Yes,
Male,26,Single,No,Pachacámac,Primary,Technical,5,Total,SIS,No,Software Engineering,1,3,13–15,Yes,Always,Size commercial bit its series fund similar interest unit per.,Satisfied,Yes,No,Yes,No,Private,30–60 min,Yes,Yes,Regularly,No,No,Owned,0,>4000,Yes,Yes,<10,No,5–10,No,No,No,Yes,
Male,26,Single,No,San Martín de Porres,Primary,University,2,Minimal,Private,Yes,Software Engineering,7,6 or more,10–12,No,Almost always,Clearly most prove medical political cause yes look speech.,Unsatisfied,Yes,Yes,No,Yes,Private,<30 min,Yes,No,Sometimes,Yes,No,Owned,0,1000–2000,No,No,10–20,Yes,5–10,No,No,No,No,Interesting example become billion south return across month method economy hair trade.
Female,27,Single,No,San Luis,Secondary,Secondary,5,Partial,EsSalud,No,Systems Engineering,6,4–5,13–15,No,Sometimes,Need blue blood give for though every likely start.,Very satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,>1000,1000–2000,No,No,>20,Yes,<5,No,No,No,Yes,
Female,25,Single,No,San Luis,University,Secondary,4,Total,EsSalud,No,Software Engineering,2,4–5,<10,No,Almost always,Health order poor during artist.,Very satisfied,Yes,No,No,Yes,Public,30–60 min,Yes,No,Sometimes,Yes,No,Rented,0,<1000,No,No,<10,No,<5,No,No,No,No,Specific power two year behavior benefit maintain fly perhaps heavy.
Male,20,Single,No,El Agustino,Primary,Primary,7,Minimal,SIS,No,Systems Engineering,7,6 or more,13–15,No,Sometimes,Act represent wish agent perform hope.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Regularly,No,Yes,Shared,0,>4000,No,No,>20,Yes,<5,No,No,No,Yes,
Male,34,Single,No,Surquillo,Postgraduate,University,2,Partial,SIS,No,Systems Engineering,3,3,13–15,No,Almost always,Night there adult watch right across including exactly season.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,Yes,Dormitory,0,<1000,No,Yes,<10,Yes,<5,No,Yes,Yes,No,
Male,22,Single,No,El Agustino,Primary,Postgraduate,5,Partial,SIS,No,Systems Engineering,6,4–5,<10,No,Almost always,One material page catch popular consider phone score man history officer.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Sometimes,No,Yes,Owned,0,2000–4000,Yes,Yes,10–20,Yes,<5,No,No,No,No,
Male,20,Single,No,San Bartolo,Secondary,Secondary,5,Partial,EsSalud,No,Systems Engineering,4,4–5,<10,Yes,Almost always,Others performance might where kid area last road oil safe.,Very satisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,<500,1000–2000,No,Yes,10–20,Yes,<5,No,Yes,Yes,No,
Female,24,Single,No,Puente Piedra,Primary,Secondary,5,Partial,SIS,No,Systems Engineering,9,4–5,13–15,No,Never,Least rock hour worker hold use.,Unsatisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Never,No,No,Owned,0,<1000,No,No,<10,Yes,5–10,No,Yes,No,Yes,
Female,33,Divorced,No,Puente Piedra,Secondary,Secondary,5,Total,SIS,No,Software Engineering,10,3,13–15,No,Almost always,Attention its upon scene subject decide.,Satisfied,No,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,500–1000,1000–2000,No,No,>20,Yes,5–10,No,No,No,No,Tend member child born with together against color.
Female,20,Single,No,San Isidro,Secondary,Secondary,2,Total,Private,No,Software Engineering,2,4–5,13–15,Yes,Almost always,Learn adult who help name number eat camera beat perhaps.,Satisfied,No,Yes,No,No,Public,>1 h,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,No,<10,Yes,5–10,No,Yes,No,Yes,
Female,25,Single,No,La Molina,Secondary,Primary,3,Partial,SIS,No,Systems Engineering,6,4–5,13–15,No,Sometimes,Discuss dream significant young stop red act on less always.,Very unsatisfied,No,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Owned,0,1000–2000,No,Yes,>20,No,5–10,No,No,No,Yes,
Female,22,Single,No,Lince,Secondary,Primary,5,Minimal,EsSalud,No,Systems Engineering,9,4–5,13–15,No,Always,Nothing forward much act event.,Unsatisfied,No,Yes,Yes,No,Walking,>1 h,Yes,No,Sometimes,No,No,Shared,<500,1000–2000,No,No,<10,Yes,5–10,Yes,Yes,Yes,Yes,
Female,29,Single,No,Pucusana,Secondary,University,2,Total,None,No,Software Engineering,8,4–5,10–12,No,Always,Speak oil ten goal around color great production thought.,Very satisfied,No,Yes,No,No,Walking,<30 min,Yes,Yes,Sometimes,No,No,Owned,0,>4000,No,No,>20,Yes,5–10,No,No,No,Yes,
Male,31,Single,No,Pucusana,Primary,Postgraduate,4,Partial,EsSalud,No,Software Engineering,10,6 or more,13–15,Yes,Almost always,Goal talk debate west big.,Very satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Owned,0,1000–2000,No,No,<10,Yes,<5,No,Yes,Yes,Yes,
Male,19,Single,No,San Isidro,Secondary,Secondary,3,Partial,SIS,No,Software Engineering,3,4–5,10–12,No,Sometimes,Wonder they road major production environment study should few.,Satisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Regularly,No,No,Rented,0,1000–2000,Yes,Yes,<10,No,>10,No,No,No,No,
Male,28,Single,No,El Agustino,Primary,Primary,2,Minimal,SIS,No,Systems Engineering,3,6 or more,10–12,No,Sometimes,Teacher people spring inside.,Very unsatisfied,No,Yes,Yes,No,Public,30–60 min,Yes,Yes,Never,Yes,No,Shared,0,2000–4000,No,Yes,>20,Yes,<5,No,No,Yes,Yes,
Female,17,Single,No,Villa María del Triunfo,Primary,Secondary,3,Total,EsSalud,No,Systems Engineering,1,4–5,10–12,Yes,Almost always,Summer can development your top with bar seven.,Satisfied,Yes,Yes,Yes,Yes,Public,<30 min,Yes,No,Regularly,Yes,Yes,Rented,<500,>4000,No,Yes,<10,No,5–10,No,No,Yes,No,Family field actually kind machine produce.
Male,27,Single,No,El Agustino,University,Primary,4,Total,EsSalud,No,Software Engineering,6,6 or more,10–12,Yes,Almost always,Study recognize tax identify view single model reveal.,Very satisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,No,Sometimes,No,No,Owned,0,1000–2000,No,Yes,10–20,No,5–10,No,No,Yes,No,
Male,18,Single,No,Surquillo,Secondary,Secondary,7,Total,Private,Yes,Systems Engineering,9,4–5,16+,No,Sometimes,Another seat world by table effect enough sell himself option.,Satisfied,Yes,Yes,No,No,Walking,<30 min,Yes,No,Regularly,Yes,No,Dormitory,<500,2000–4000,No,No,<10,Yes,5–10,No,Yes,Yes,Yes,
Male,20,Single,No,Punta Negra,University,Secondary,6,Minimal,EsSalud,No,Software Engineering,6,3,10–12,No,Sometimes,Leg service American response policy inside training window.,Very unsatisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Rented,<500,1000–2000,No,No,<10,Yes,>10,Yes,No,No,Yes,
Female,33,Single,No,Santiago de Surco,Secondary,Technical,2,Partial,None,No,Software Engineering,6,3,13–15,No,Almost always,System lay make side within.,Satisfied,No,Yes,No,No,Private,<30 min,Yes,No,Regularly,No,No,Dormitory,<500,1000–2000,No,No,<10,Yes,5–10,No,No,No,Yes,
Female,30,Single,No,Ancón,Primary,University,1,Partial,Private,No,Systems Engineering,9,4–5,10–12,No,Sometimes,Senior actually scientist star Republican word.,Satisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,Yes,Regularly,No,No,Rented,0,1000–2000,No,No,10–20,Yes,<5,No,No,No,Yes,Name society maintain music international fill coach bring woman future season.
Female,17,Single,No,Ate,Secondary,Secondary,4,Do not depend,SIS,No,Software Engineering,8,4–5,16+,No,Almost always,Claim see little west realize hold.,Satisfied,Yes,No,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,Yes,Rented,<500,1000–2000,No,Yes,<10,Yes,5–10,No,No,Yes,Yes,
Male,31,Single,No,Santa Rosa,Secondary,University,4,Minimal,EsSalud,No,Software Engineering,6,4–5,10–12,No,Almost always,Speak himself citizen politics area against produce not.,Very satisfied,No,No,Yes,No,Public,<30 min,Yes,Yes,Never,Yes,Yes,Owned,>1000,<1000,Yes,No,>20,Yes,<5,No,No,No,No,
Male,17,Divorced,No,San Luis,Postgraduate,Technical,2,Partial,EsSalud,Yes,Software Engineering,2,6 or more,16+,No,Almost always,Personal task meeting blood lay.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Regularly,No,No,Shared,0,1000–2000,No,No,>20,No,<5,No,No,No,Yes,
Male,30,Single,No,Ancón,University,Secondary,5,Total,EsSalud,No,Software Engineering,9,4–5,10–12,No,Always,Civil husband design meet far audience.,Satisfied,No,Yes,No,Yes,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,500–1000,<1000,No,No,10–20,Yes,5–10,No,No,No,No,Turn power trial after wide far outside actually science value generation.
Female,32,Single,No,Pueblo Libre,University,University,7,Total,EsSalud,No,Systems Engineering,10,4–5,<10,No,Sometimes,Suddenly thank fine impact major economic everything include with bit.,Unsatisfied,No,No,Yes,No,Public,>1 h,Yes,Yes,Sometimes,Yes,Yes,Owned,<500,1000–2000,No,No,<10,No,5–10,No,No,No,Yes,
Male,20,Single,No,Pachacámac,Primary,Technical,6,Partial,Private,Yes,Software Engineering,1,3,13–15,No,Sometimes,Star technology create marriage live discover among through resource.,Satisfied,No,Yes,No,Yes,Public,30–60 min,Yes,Yes,Never,No,No,Rented,>1000,2000–4000,No,No,<10,Yes,5–10,No,Yes,No,Yes,Cost note hair various draw respond evening most painting discuss space newspaper.
Female,22,Single,No,Miraflores,Secondary,Secondary,6,Total,EsSalud,No,Systems Engineering,5,4–5,10–12,Yes,Sometimes,Interest then seem different my store window alone respond provide.,Satisfied,No,No,Yes,No,Public,<30 min,Yes,No,Regularly,No,Yes,Rented,0,<1000,Yes,No,10–20,Yes,5–10,No,No,Yes,No,
Male,26,Married,No,San Juan de Miraflores,University,University,3,Partial,SIS,No,Software Engineering,6,4–5,10–12,Yes,Always,Often purpose pay require far member let carry question significant.,Satisfied,No,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Rented,0,1000–2000,No,No,<10,Yes,>10,No,No,No,Yes,
Male,28,Single,No,Punta Hermosa,University,Secondary,1,Partial,EsSalud,Yes,Software Engineering,2,4–5,<10,No,Always,Open around cup age defense history until my career.,Very satisfied,No,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Owned,<500,2000–4000,No,No,10–20,No,<5,No,Yes,No,Yes,
Female,21,Single,No,San Juan de Miraflores,Primary,Secondary,7,Total,None,Yes,Software Engineering,7,6 or more,10–12,Yes,Always,Bill develop our mother.,Satisfied,Yes,No,Yes,No,Private,30–60 min,No,Yes,Never,No,No,Rented,0,1000–2000,No,No,<10,Yes,5–10,No,No,Yes,No,
Female,33,Single,No,Punta Hermosa,Postgraduate,Primary,4,Do not depend,SIS,No,Software Engineering,5,4–5,13–15,Yes,Sometimes,Five create think concern prepare care bit though million year.,Unsatisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Never,Yes,No,Owned,500–1000,>4000,No,No,>20,Yes,5–10,No,No,No,Yes,
Female,33,Single,No,San Isidro,Primary,Technical,3,Partial,SIS,No,Software Engineering,7,4–5,10–12,Yes,Always,Current truth candidate while tough.,Very unsatisfied,Yes,No,No,Yes,Public,<30 min,Yes,Yes,Regularly,No,No,Shared,0,>4000,No,No,<10,No,5–10,No,No,No,Yes,Little unit successful fall hospital benefit music through.
